Tweet ID,Username,Text
1656321415690240000,softsolequeen,@AmazonHelpwhy am I being told there is no complaints department. Why am I being discriminated for having a disabil… https://t.co/AFlgV3lcLH
1656321233619746819,softsolequeen,@amazon why am I being told there is no complaints department. Why am I being discriminated for having a disability… https://t.co/cIMYTlaOuU
1656320800675250177,softsolequeen,@AmazonUK why am I being told there is no complaints department. Why am I being discriminated for having a disabili… https://t.co/qnCptehFia
1656286084530053120,rdrift_trades,"That said, Amazon (by squeezing labor) has distorted real shipping costs. DHL / UPS which WV moved from bc of fan c… https://t.co/YS9Uwcru4s"
1656266624322633732,Divyansh8872,"Didn't got a single call from the delivery. 
Even after lot of complaints.
Amazon always say we will help you . But… https://t.co/ods6WrzbPb"
1656265106458640388,Divyansh8872,"2nd order got rejected by the amazon. 
Actually delivery boy handles their company.
If he is mood to the deliver th… https://t.co/z4168uAS2Q"
1656252479863156737,ANURAGOMER,"Hay! @amazonIN 
I haven't received my order today. Can you please check the order? Amazon app  I don't find where t… https://t.co/p4HgG7F6dw"
1656215114167758848,Nirav1993,@AmazonHelp You can simply search for the wrong product received from Amazon and you will find many complaints but… https://t.co/ciNvxkoaAA
1656214517330890757,Nirav1993,@AmazonHelp They keep saying that I sent back the wrong product. How can I send the mobile back if I haven't receiv… https://t.co/pEa76kDhKI
1656084515280896001,penstinger,Love the way you folks at @Instacart and @Amazon rush on to Twitter begging us to TAKE OUR COMPLAINTS private...we… https://t.co/RK1bnfpEOk
1656070437858865152,SusanLouiseCar1,@kataz_amazon @ida_skibenes David Carrick elite UK cop is in prison for life. Women reported similar details : used… https://t.co/ODHLCUrNaM
1655991371134640128,kenjaques,"RT @DuthieAlyne: @kenjaques https://t.co/gRVPPUYte9 Three Danish women ""experienced serious adverse events after Gardasil in a clinical tri…"
1655961120207765515,DuthieAlyne,"@kenjaques https://t.co/gRVPPUYte9 Three Danish women ""experienced serious adverse events after Gardasil in a clini… https://t.co/Fw89xiBlw5"
1655946492753113094,ItsmeNike2,@AxisBankSupport recently 2 months ago got credit card promised 500 rs amazon voucher on card activation. After sub… https://t.co/zTzuUH9bWb
1655905463597137924,heerlaw,"Amazon takes legal action against illegitimate #copyright complaints

#CopyrightInfringement #CopyrightLaw… https://t.co/WPHr2cS7Ub"
1655896305028218882,messenger_39,RT @messenger_39: @MiniestOfBeasts @amazon I am the account holder who ordered these and was on the phone for over 1 hour yesterday and got…
1655860179420995586,ChrisYabsley1,"""In short, the patient speaks (listens) in the language of complaints; and the physician listens (and speaks) in th… https://t.co/hvTApYC4Te"
1655825602308603905,AnkushM56205853,@amazonIN @amazon is it so difficult in Amazon to get an update for your complaints after so many tweets attempts i… https://t.co/vB7WEa9Xjd
1655801497706434560,Satyaji82554389,"@myntra #Myntrachor, after several complaints, since 20 days no response. FIR registered at police station,… https://t.co/T5AvVl9A1F"
1655751564131438594,rewardingspends,"- Good and simple UI
- Vast coverage of brands
- Clarity on reward rates
- Rewards can be redeemed as Amazon/Flipka… https://t.co/wby4PeTGwB"
1655668354970181632,asish4u4evr,"Raised multiple complaints in the past. Have not got a single followup. 
Delivery agents are playing with amazon's… https://t.co/MI4x9u9RNh"
1655664981072048128,its_anewworld,"@ice_styl3ee @jedidanky @IchBinDeutsch_ @realcarlfreer1 @historyinmemes They've admitted it
Several times.

You can… https://t.co/PybTgHZKfi"
1655632492307595264,SellerBites,"🤔 Sellers argue that Amazon's Product Authenticity complaints make refund scams unlikely. 

What do you think? 

Sh… https://t.co/L7t20U6yBt"
1655613622771666950,bsquareverma,@AmazonHelp @manish_tiwary @AmitAgarwal @JeffBezos @amazonIN I’m ready to share details of person who harassed me o… https://t.co/uQlFItCc0q
1655574162822373379,Deborahj_Powell,@DavidDunn48 @espana_amazon I am so annoyed about that and the chatbot. One of the worst I've come across.  I have… https://t.co/Avh6HA23ac
1655571632398778371,SASHATEED,@FBA_Funk Honestly don’t bother ever calling Amazon. I have literally never called Amazons support line once for IP… https://t.co/VDZqxWDpzQ
1655518534540091395,metooFA,@UKCorruptPolice Oh I did enjoy listening to this ! La Pol have blocked me from tagging them in anything I post on… https://t.co/afElltpBBH
1655434377193455618,SonneyG44,RT @SonneyG44: @AmazonHelp AMAZON PRIME SINCE 2015 YOU WANT RECENT ORDERS 2 HISENSE TV'S U SAY I BOUGHT NOTHING UNLESS GOING TO FILE FORMAL…
1655434339570659328,SonneyG44,@AmazonHelp AMAZON PRIME SINCE 2015 YOU WANT RECENT ORDERS 2 HISENSE TV'S U SAY I BOUGHT NOTHING UNLESS GOING TO FI… https://t.co/VMef9DM5ng
1655309259259666435,amiejunni,@fangsxbangs yep! it’s e-ink :)) coloured isn’t well developed yet so the gradient and pixels are off and often loo… https://t.co/25kGW5T2DO
1655260609330679808,MovieNow4,@amazonIN @amazon @IDFCFIRSTBank Hey Amazon Team and IDFC bank team You guys blocked my Pay Later it's almost 2 mon… https://t.co/1Sjerwsa1l
1655255562068586496,nethenpost,"@victorvikas @SwiggyCares @SwiggyInstamart vikas ,seller is required to display correct product details including e… https://t.co/z4qLQ7yfy0"
1655201734036443137,actorkrishnajee,"Once again amazon delivery person marked fake attempt
And did not contacted today after making too many complaints… https://t.co/QChd4CvhdS"
1655184547699384320,Zachrid,"@tozustore Found them for less on Amazon:
https://t.co/zlnFdrgqi1

However I personally use these buds and have no… https://t.co/cnCdbgfPa9"
1655178668447088643,wesblog,I'm going to have to stop ordering from @amazon because my @usps postal woman decided to stop delivering packages.… https://t.co/NK4hq8cPJA
1655140575132389377,Archana132019,RT @simply_shravan: It's 3rd day now. no one has contacted us and we are unable to raise issue in website and mobile app. Nice way to dodge…
1655120793146363905,sharipsg,"@sathya1405 TP-Link | AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Si… https://t.co/xtb8pEcgeq"
1655049570316075010,MapleLeafMakers,@DB3D_Dan BTF-Lighting on amazon has been my go-to brand. so far no complaints.
1655038661568724992,nspeezeFBA,Amazon is such a rollercoast… 3 IP complaints fought and defended…. Getting through some issues setting up the new… https://t.co/TsXdxc2Ea7
1654969283200294914,patriot532,"RT @strujillo075: Now it’s Jeff Bezos’ turn. Bezos, Executive Chairman of Amazon, must also be held accountable by the HELP Committee for A…"
1654947850025938944,LegionOfLight23,@buc1080 @Grady_182 @mjmarquardt @Merrick963 @mmpadellan Nope. Machines are becoming cheaper than people with them… https://t.co/FfhZhqbZfF
1654910166213578753,ComplaintsBoard,"Read complaints about “Amazon” on our website: 
https://t.co/NyVVrooVip
#amazon #complaintsboard"
1654899958326398977,Manjindersin911,@amazonIN 🛑Amazon company🛑 and system of customer care is totally fraud i registered multiple complaints for missin… https://t.co/U0KCeAg2Hm
1654895253739175936,Gayatri_096,"@AmazonHelp I Trust Amazon, but I don't think I might ever consider purchasing from here again.. Coz you literally… https://t.co/Q0AKbZXN9t"
1654863023440289794,Hassan_SC_,@UberEats @amazon Uber offcourse as you see on their twitter page all you see if people complaining and telling tha… https://t.co/5rCntS2WEZ
1654825434117464064,CapitalCarry,"IP complaints happen when a brand prevents others from selling its product on Amazon.

These can destroy your accou… https://t.co/5dB27nKtyV"
1654808691755868160,WayofWisdom1,“Distinguish between idle complaints and complaints meant to lead to improvement” #RayDalio… https://t.co/BSxkWbT5Yc
1654738694417580033,SirNomad,"So, a while back, I had an ongoing problem with Amazon sending rock tumbling grit which was packaged in relatively… https://t.co/OmbaKgpgoS"
1654729557486739456,GhostOfDc,@ArtistAJ17 But no complaints about the very realistic $100's you get on Amazon for $5 bux
1654694515838418944,ialobaidly,Another thing: NOTE THAT NOTHING HAPPENED TO MY PREVIOUS COMPLAIN. YOU @AmazonHelp ARE NOT ABLE TO HANDLE COMPLAINT… https://t.co/h8ogv1amBn
1654630205510615048,1____2____34,"Amazon takes billions from its “3rd party” sellers’ accounts by gifting seller’s merchandise to customers, in 95% c… https://t.co/jktFlg9JPO"
1654622182167781377,AmazonSellerLaw,"How We Fought Back Against Trademark Complaints and Won!
Watch now: https://t.co/nnnTmVboav

#amazon #amazonprime… https://t.co/con7bwYQdy"
1654603139062833153,DalagaHelios,@datnofact will walk out when they are unhappy about something is more effective than a bullshit union that exists… https://t.co/HmJ3hPAsUO
1654558398577528836,twitemarti,WHO IS AT NIKE OR AMAZON FRESH AND NOT A LULUMON BUT THAT'S WHERE THE COMPANY WANTS YOU TO PICK UP FROM SO YOU'RE W… https://t.co/cchGGfrODz
1654519872414711809,Counterfeit_Rpt,This replica tourniquet may be dangerous or deadly. @Amazon received a Federal Court Permanent Injunction Order pro… https://t.co/QP6uobIWM6
1654518850853978112,AutoPartAccess,"RT @Counterfeit_Rpt: Amazon snubs IP owner, ignores Federal Court's  Permanent Injunction Order and may get consumers injured or killed. @A…"
1654518304722268160,Debashi52274229,"@AmitAgarwal @amazonIN @AmazonHelp @ajassy I added Amazon gift coupons in my account,All gift cards are valid.After… https://t.co/hu2ETebSi9"
1654513510410510338,Counterfeit_Rpt,"Amazon snubs IP owner, ignores Federal Court's  Permanent Injunction Order and may get consumers injured or killed.… https://t.co/72T5nmLKnG"
1654508751104212996,JP_Gunner_345,Bought a Pixel 6 Pro renewed from Amazon and paid for the 256gb version. Surprised when the 512gb version came inst… https://t.co/ysciAh5vHQ
